study_id,metro_name,dest_airport,dist_mi,verdict,confidence,chosen_freq_wk,chosen_seats,chosen_gauge,margin_pct,fare_down_margin,fuel_down_margin,belf,load_factor,annual_contribution,proposed_share,demand_pax_yr,demand_source,demand_method,implied_vs_anchor_ratio,anchor_2018_pax,share_uncertainty,n_nonstop_incumbents,top_competitor,driver_1,driver_2,driver_service,top_risk,key_assumptions
westjet_yyc,"Boise City, ID",BOI,532.0839592036987,PASS,low,3,174,737-8,-222.18168256960882,-279.03727361130456,-251.82395133186708,0.4681821028303397,0.14531617660454263,-2282581.6047358336,0.8466299162121598,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,QX,base margin -222.2% vs hurdle 8.0%,modeled share 85% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Columbus, OH",CMH,1672.9646120063326,PASS,medium,3,174,737-8,-248.06162773784416,-309.48426792687553,-284.71538242922844,0.7024064521914958,0.20180519661321006,-5044365.788070361,0.5666225994847656,9667.458131479367,modeled,anchor_x_growth,4.5042411403687685,8300.0,False,0,UA,base margin -248.1% vs hurdle 8.0%,modeled share 57% of 10k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Indianapolis-Carmel-Greenwood, IN",IND,1544.349998855717,PASS,medium,3,174,737-8,-253.84294949111745,-316.2858229307264,-290.8415164403916,0.683235997130885,0.19309018255513843,-4772864.630956919,0.5096113930855274,10284.777747103954,modeled,anchor_x_growth,5.459029255082446,8830.0,False,0,UA,base margin -253.8% vs hurdle 8.0%,modeled share 51% of 10k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
westjet_yyc,"San Antonio-New Braunfels, TX",SAT,1693.3272628865352,PASS,medium,3,174,737-8,-254.20084038287848,-316.7068710386806,-291.5400643863504,0.7053239378561129,0.19913107408036718,-5127876.152043298,0.5352535765558807,10098.417108424832,modeled,anchor_x_growth,4.25119913579616,8670.0,False,0,UA,base margin -254.2% vs hurdle 8.0%,modeled share 54% of 10k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Milwaukee-Waukesha, WI",MKE,1343.7142026687322,PASS,low,3,174,737-8,-256.988259102567,-319.98618717949057,-293.8247743006667,0.6505125098110464,0.1822223821719992,-4312415.370551341,0.7125167843337649,6941.933790797232,modeled,anchor_x_growth,6.545101461857649,5960.0,True,0,UA,base margin -257.0% vs hurdle 8.0%,modeled share 71% of 7k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Santa Rosa-Petaluma, CA",STS,970.6251278168274,PASS,low,3,174,737-8,-267.7327416302736,-332.62675485914536,-304.3630919003012,0.5784760504024811,0.1573088237500737,-3464333.7149000047,0.9165005533650613,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,QX,base margin -267.7% vs hurdle 8.0%,modeled share 92% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Oklahoma City, OK",OKC,1358.1873258714286,PASS,medium,3,174,737-8,-285.2095489009447,-353.18770458934665,-325.0002364177011,0.6529983112734656,0.16951768540955403,-4470744.73972753,0.6573250468331343,7000.171490384457,modeled,anchor_x_growth,5.038365082958979,6010.0,False,0,OO,base margin -285.2% vs hurdle 8.0%,modeled share 66% of 7k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Salinas, CA",MRY,1075.7957448416994,PASS,low,3,174,737-8,-289.79016735404076,-358.5766674753421,-329.0786547337647,0.6004688769186283,0.1540492621952752,-3795788.9062056593,0.8975099468785075,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,QX,base margin -289.8% vs hurdle 8.0%,modeled share 90% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Omaha, NE-IA",OMA,1095.0461068104987,PASS,low,3,174,737-8,-290.0387477557476,-358.86911500676183,-329.43000792476397,0.6043400997832841,0.1549436057982982,-3843900.910565753,0.7369146960801068,5707.29455954806,modeled,anchor_x_growth,6.862058577043292,4900.0,True,0,UA,base margin -290.0% vs hurdle 8.0%,modeled share 74% of 6k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Reno, NV",RNO,849.5503897841143,PASS,low,3,174,737-8,-290.81138603680597,-359.7781012197717,-329.11734656199405,0.5512479579390113,0.1410521744336015,-3243193.967496789,0.735380147800954,5206.450343097924,modeled,anchor_x_growth,6.168904696944976,4470.0,True,0,QX,base margin -290.8% vs hurdle 8.0%,modeled share 74% of 5k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Fresno, CA",FAT,1030.1062922234348,PASS,low,3,174,737-8,-308.16632005106237,-380.19567064830875,-349.1056267019913,0.5910931816709858,0.14481674568274985,-3740832.0186596923,0.8437201702406437,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,OO,base margin -308.2% vs hurdle 8.0%,modeled share 84% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Springfield, MO",SGF,1392.0566171708435,PASS,low,3,174,737-8,-314.4007752713243,-387.53032384861683,-357.3100521058123,0.6587360765233395,0.1589611110384722,-4666030.727591378,0.9261269823093219,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,MQ,base margin -314.4% vs hurdle 8.0%,modeled share 93% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Huntsville, AL",HSV,1770.5069940373849,PASS,low,3,174,737-8,-317.21266736385365,-390.838432192769,-361.3608513409136,0.7161068666643379,0.17164072970004451,-5626346.178971727,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -317.2% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Jackson, MS",JAN,1776.5184148399283,PASS,low,3,174,737-8,-317.6916180975261,-391.4019036441484,-361.902975632222,0.716928941198517,0.17164072970004451,-5643480.509479984,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -317.7% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Chattanooga, TN-GA",CHA,1810.2667258742513,PASS,low,3,174,737-8,-320.35347038602964,-394.5334945717996,-364.9159259922888,0.7214977638900417,0.17164072970004451,-5739673.195760221,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -320.4% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Corpus Christi, TX",CRP,1828.494827468106,PASS,low,3,174,737-8,-321.7724060666024,-396.2028306665912,-366.52201915837395,0.7239332354461513,0.17164072970004451,-5791628.686401475,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -321.8% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Charlotte-Concord-Gastonia, NC-SC",CLT,1970.5174731500847,PASS,medium,3,174,737-8,-322.0253693621965,-396.50043454376055,-367.06939543300797,0.7421710766484968,0.17585935124472113,-6150617.561076006,0.3373096980855848,14151.7609996957,modeled,anchor_x_growth,3.9608544202957465,12150.0,False,1,AA,base margin -322.0% vs hurdle 8.0%,modeled share 34% of 14k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Lafayette, LA",LFT,1834.493488074902,PASS,low,3,174,737-8,-322.2365226808519,-396.74885021276685,-367.0473527112745,0.7247298485895082,0.17164072970004451,-5808726.646570927,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -322.2% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Baton Rouge, LA",BTR,1842.0832445077672,PASS,low,3,174,737-8,-322.82174382087254,-397.43734567161476,-367.70976446573565,0.7257343264245985,0.17164072970004451,-5830359.70129617,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -322.8% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Gulfport-Biloxi, MS",GPT,1918.2878268365107,PASS,low,3,174,737-8,-328.57661373696584,-404.20778086701876,-374.22370119344924,0.7356120271418695,0.17164072970004451,-6047565.340820177,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -328.6% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Mobile, AL",MOB,1930.460602094017,PASS,low,3,174,737-8,-329.47597727162974,-405.26585561368205,-375.24169069545866,0.7371557012754225,0.17164072970004451,-6082261.357172351,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -329.5% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Cleveland, OH",CLE,1659.1868237696647,PASS,medium,3,174,737-8,-335.3951911348592,-412.229636629246,-381.2129657427237,0.7004147305147611,0.16086873368746393,-5417204.803003259,0.5265399025090575,8293.048421220854,modeled,anchor_x_growth,5.57479070841083,7120.0,False,0,UA,base margin -335.4% vs hurdle 8.0%,modeled share 53% of 8k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Augusta-Richmond County, GA-SC",AGS,2020.7702262753894,PASS,low,3,174,737-8,-335.98440453308535,-412.9228288624533,-382.6085789129476,0.7483268133189818,0.17164072970004451,-6339670.545387124,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -336.0% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Columbia, SC",CAE,2025.652955915827,PASS,low,3,174,737-8,-336.3282714247177,-413.32737814672674,-382.9978018158988,0.7489170289609763,0.17164072970004451,-6353587.771645236,1.0,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,,base margin -336.3% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Fort Wayne, IN",FWA,1535.6515574144435,PASS,low,3,174,737-8,-338.69365773920157,-416.1101855755313,-384.5407416077596,0.6818911651375197,0.15543675024882542,-5114355.670637126,0.9055936229149293,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,MQ,base margin -338.7% vs hurdle 8.0%,modeled share 91% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Colorado Springs, CO",COS,963.0622931122708,PASS,low,3,174,737-8,-356.81908543635603,-437.4342181604189,-402.28154130479726,0.5768372783988838,0.12627258728647156,-3697163.33740249,0.7356796228211259,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,OO,base margin -356.8% vs hurdle 8.0%,modeled share 74% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Birmingham, AL",BHM,1827.4436450649555,PASS,low,3,174,737-8,-366.31512605068707,-448.60603064786716,-415.7883507899398,0.7237933925931515,0.15521550817428925,-5960830.481504353,0.904304639379828,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,MQ,base margin -366.3% vs hurdle 8.0%,modeled share 90% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Brownsville-Harlingen, TX",HRL,1922.9539155887253,PASS,low,3,174,737-8,-370.4395004816908,-453.4582358608127,-420.55496318797236,0.7362048413999861,0.15649299020302795,-6223483.286404958,0.9117474067869067,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,DL,base margin -370.4% vs hurdle 8.0%,modeled share 91% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Scranton--Wilkes-Barre, PA",AVP,1924.9050245874512,PASS,low,3,174,737-8,-376.6357337257736,-460.7479220303219,-427.415338811121,0.7364523221479773,0.15451051401271687,-6250415.441091819,0.9001972566927209,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,MQ,base margin -376.6% vs hurdle 8.0%,modeled share 90% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Dayton-Kettering-Beavercreek, OH",DAY,1621.6956777122018,PASS,low,3,174,737-8,-395.3342714194386,-482.74620166992776,-447.35517246022425,0.6949213340995172,0.14029340875367627,-5513828.967636007,0.8173666530015916,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,UA,base margin -395.3% vs hurdle 8.0%,modeled share 82% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Wichita, KS",ICT,1233.7328528989067,PASS,low,3,174,737-8,-397.81412086161197,-485.66367160189645,-448.7383371631863,0.6309281988664691,0.12673971517209368,-4496852.573989993,0.7384011673312108,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,UA,base margin -397.8% vs hurdle 8.0%,modeled share 74% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Lexington-Fayette, KY",LEX,1689.0493842099274,PASS,low,3,174,737-8,-401.9607277693621,-490.5420326698378,-454.86502404054016,0.7047135868999688,0.1403921757049819,-5710372.1842154395,0.8179420814064827,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,AA,base margin -402.0% vs hurdle 8.0%,modeled share 82% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Tulsa, OK",TUL,1364.950009401484,PASS,medium,3,174,737-8,-403.23297760838796,-492.03879718633885,-455.24044242343695,0.6541528054249287,0.12999005123507335,-4856274.735317803,0.6337556694291683,5567.524080538719,modeled,anchor_x_growth,5.975333963792845,4780.0,False,0,AA,base margin -403.2% vs hurdle 8.0%,modeled share 63% of 6k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Hartford-West Hartford-East Hartford, CT",BDL,2033.6401820134097,PASS,medium,3,174,737-8,-405.04384891678745,-494.1692340197499,-459.0793427364682,0.7498795407771903,0.148478105888335,-6631772.566517742,0.5141466300628784,7838.794364440499,modeled,anchor_x_growth,5.097280763654795,6730.0,False,0,UA,base margin -405.0% vs hurdle 8.0%,modeled share 51% of 8k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Myrtle Beach-Conway-North Myrtle Beach, SC",MYR,2126.680489859617,PASS,low,3,174,737-8,-410.280307345776,-500.32977334797175,-465.0589383849823,0.7608266563895991,0.14909974879239227,-6895637.389447546,0.8686734730908896,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,True,0,AA,base margin -410.3% vs hurdle 8.0%,modeled share 87% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Cape Coral-Fort Myers, FL",RSW,2393.857645618683,PASS,medium,3,174,737-8,-411.9755664226393,-502.3241957913404,-467.3968188386609,0.7897707834026625,0.15425946767754564,-7611248.206877721,0.41488038309048525,10092.59333846611,modeled,anchor_x_growth,2.1187317831963743,8665.0,False,0,UA,base margin -412.0% vs hurdle 8.0%,modeled share 41% of 10k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Albuquerque, NM",ABQ,1170.597769246334,PASS,low,3,174,737-8,-418.75606597161783,-510.3012540842562,-471.52913480712454,0.6190997230939865,0.11934312940214539,-4374166.821063575,0.6953077489865417,4659.015966978008,modeled,unanchored_capped_at_ceiling,,,False,0,UA,base margin -418.8% vs hurdle 8.0%,modeled share 70% of 5k pax/yr (unanchored_capped_at_ceiling),best schedule: 3x weekly x 174 seats (737-8),gravity x transfer demand estimate; no anchor and no current O&D truth for this market,transfer factor; fare premium; airport fee proxy
westjet_yyc,"Madison, WI",MSN,1275.9725793883438,PASS,medium,3,174,737-8,-422.62351565136936,-514.851194883964,-476.2714603025033,0.6385985095821567,0.12219092529471094,-4663323.950300923,0.63139632646124,5253.040502767704,modeled,anchor_x_growth,5.866880691249482,4510.0,False,0,UA,base margin -422.6% vs hurdle 8.0%,modeled share 63% of 5k pax/yr (anchor_x_growth),best schedule: 3x weekly x 174 seats (737-8),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
