study_id,metro_name,dest_airport,dist_mi,verdict,confidence,chosen_freq_wk,chosen_seats,chosen_gauge,margin_pct,fare_down_margin,fuel_down_margin,belf,load_factor,annual_contribution,proposed_share,demand_pax_yr,demand_source,demand_method,implied_vs_anchor_ratio,anchor_2018_pax,share_uncertainty,n_nonstop_incumbents,top_competitor,driver_1,driver_2,driver_service,top_risk,key_assumptions
alaska_sea,"Buffalo-Cheektowaga, NY",BUF,2116.275618406402,PASS,medium,3,178,737-9,-75.22881144005503,-106.15154287065302,-95.46989530322736,1.0316309365682406,0.5887336266736916,-4215150.364472238,0.4300859599624168,38050.0,observed,observed_db1b,,,False,0,WN,base margin -75.2% vs hurdle 8.0%,modeled share 43% of 38k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Huntsville, AL",HSV,2029.2720160482206,PASS,medium,3,178,737-9,-75.65490945333009,-106.65283465097662,-95.88886256182734,0.7903442139786067,0.44994143143411186,-4085000.43146782,0.6115512884718994,20430.0,observed,observed_db1b,,,False,0,DL,base margin -75.7% vs hurdle 8.0%,modeled share 61% of 20k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),margin goes negative in the high-fuel scenario,comparator cost rates; spill cov; fee proxy
alaska_sea,"Gulfport-Biloxi, MS",GPT,2114.9514176801663,PASS,low,3,178,737-9,-84.17331651388335,-116.67449001633337,-105.44673164218322,0.9386579435007618,0.5096601186687127,-4484947.611113432,0.7415670004248983,19085.274314791375,modeled,observed_db1b,,,True,0,DL,base margin -84.2% vs hurdle 8.0%,modeled share 74% of 19k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
alaska_sea,"Memphis, TN-MS-AR",MEM,1867.2633793710036,PASS,medium,3,178,737-9,-88.32146518257973,-121.55466492068206,-109.88987805009934,0.9136053801813112,0.48513077322097126,-4156717.201241376,0.27804571152360996,48450.0,observed,observed_db1b,,,False,0,DL,base margin -88.3% vs hurdle 8.0%,modeled share 28% of 48k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Colorado Springs, CO",COS,1066.1822787859558,PASS,medium,3,178,737-9,-89.40232440630014,-122.82626400741196,-110.0793699977001,0.8133160497126434,0.429411862954724,-2733104.30348528,0.4761945732332861,25040.0,observed,observed_db1b,,,False,0,WN,base margin -89.4% vs hurdle 8.0%,modeled share 48% of 25k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Louisville/Jefferson County, KY-IN",SDF,1940.7354519570606,PASS,medium,3,178,737-9,-98.41795032838648,-133.4328827392782,-121.2044686200033,0.9174848082005095,0.46240010376180685,-4535992.251291222,0.32107960880449365,39990.0,observed,observed_db1b,,,False,0,DL,base margin -98.4% vs hurdle 8.0%,modeled share 32% of 40k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Richmond, VA",RIC,2357.147906815892,PASS,medium,3,178,737-9,-98.62068984001952,-133.6713998117877,-121.7195746591107,1.0074420083104823,0.5072190662120516,-5333811.772373244,0.30793918047382884,45740.0,observed,observed_db1b,,,False,0,DL,base margin -98.6% vs hurdle 8.0%,modeled share 31% of 46k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Wichita, KS",ICT,1427.2051635666908,PASS,high,3,178,737-9,-102.20123449109322,-137.88380528363908,-124.87885975872992,0.9216461732209436,0.4558064027356575,-3626575.7275638543,0.27707666093467126,45680.0,observed,observed_db1b,,,False,1,WN,base margin -102.2% vs hurdle 8.0%,modeled share 28% of 46k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Knoxville, TN",TYS,2109.8017620913406,PASS,medium,3,178,737-9,-106.508714757461,-142.95142912642473,-130.35823835955543,0.7756761853123644,0.37561426219875294,-5051045.737823132,0.41955176350546824,24860.0,observed,observed_db1b,,,False,0,DL,base margin -106.5% vs hurdle 8.0%,modeled share 42% of 25k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),margin goes negative in the high-fuel scenario,comparator cost rates; spill cov; fee proxy
alaska_sea,"Tulsa, OK",TUL,1555.783976171657,PASS,high,3,178,737-9,-109.00130708065979,-145.88389068312918,-132.60929084372538,0.8061417436546529,0.38571134071594054,-3999258.3664785726,0.2832698370901327,37810.0,observed,observed_db1b,,,False,1,AA,base margin -109.0% vs hurdle 8.0%,modeled share 28% of 38k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Birmingham, AL",BHM,2075.4752107558256,PASS,medium,3,178,737-9,-127.31087493722634,-167.42455874967806,-153.53450863028317,0.8733465853012685,0.38420800832448065,-5411293.386761079,0.3803453832783415,28050.0,observed,observed_db1b,,,False,0,DL,base margin -127.3% vs hurdle 8.0%,modeled share 38% of 28k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Jacksonville, FL",JAX,2439.258011454407,PASS,medium,3,178,737-9,-131.09399904890316,-171.8752929987096,-158.02426735936095,1.025370346001069,0.443702714142778,-6272474.468513669,0.1761113311397939,69960.0,observed,observed_db1b,,,False,0,DL,base margin -131.1% vs hurdle 8.0%,modeled share 18% of 70k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Salinas, CA",MRY,750.8198087005383,PASS,high,3,178,737-9,-142.56281585850715,-185.3680186570672,-168.0530636489027,0.6721102085597708,0.2770870737878592,-2692114.3493966227,0.31175663958433036,24680.0,observed,observed_db1b,,,False,2,OO,base margin -142.6% vs hurdle 8.0%,modeled share 31% of 25k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),two or more nonstop incumbents; share model optimistic if they respond,comparator cost rates; spill cov; fee proxy
alaska_sea,"Pensacola-Ferry Pass-Brent, FL",PNS,2194.1181782717763,PASS,medium,3,178,737-9,-159.0578741605274,-204.7739696006204,-189.05195424878133,0.9499199736463962,0.3666825325130902,-6211605.520276961,0.30873379517806543,32980.0,observed,observed_db1b,,,False,0,DL,base margin -159.1% vs hurdle 8.0%,modeled share 31% of 33k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Charlotte-Concord-Gastonia, NC-SC",CLT,2274.5469892400024,PASS,medium,3,178,737-9,-160.81434956463275,-206.8404112525092,-191.0800864145348,0.9612489610086191,0.3685567771149075,-6428133.492068757,0.10751656884157533,95186.11596380643,modeled,observed_db1b,,,False,1,AA,base margin -160.8% vs hurdle 8.0%,modeled share 11% of 95k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),gravity x transfer demand estimate; no anchor and no current O&D truth for this market,comparator cost rates; spill cov; fee proxy
alaska_sea,"Greenville-Anderson-Greer, SC",GSP,2228.0293743734346,PASS,medium,3,178,737-9,-169.73791524183835,-217.3387238139275,-200.99884192286785,0.9773126465125594,0.3623193445520376,-6448086.1821468435,0.407653304724733,24680.0,observed,observed_db1b,,,False,0,DL,base margin -169.7% vs hurdle 8.0%,modeled share 41% of 25k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Hartford-West Hartford-East Hartford, CT",BDL,2424.715576817585,PASS,medium,3,178,737-9,-175.9944787603997,-224.69938677694083,-208.14584280643425,0.9864004604331315,0.35739862074902584,-7015309.66292327,0.22152332369295746,44800.0,observed,observed_db1b,,,False,0,DL,base margin -176.0% vs hurdle 8.0%,modeled share 22% of 45k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Chattanooga, TN-GA",CHA,2084.8279475503573,PASS,low,3,178,737-9,-180.22968591593633,-229.68198343051336,-212.56788297636862,0.8423400298944838,0.3005891496260571,-6237027.0295652775,0.7296118450014297,11440.0,observed,observed_db1b,,,True,0,DL,base margin -180.2% vs hurdle 8.0%,modeled share 73% of 11k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
alaska_sea,"Jackson, MS",JAN,1982.4340976317746,PASS,medium,3,178,737-9,-192.67823827779463,-244.3273391503466,-226.33894963705472,0.7898045545219275,0.2698542123149884,-6125643.403227256,0.6573080497861928,11400.0,observed,observed_db1b,,,False,0,DL,base margin -192.7% vs hurdle 8.0%,modeled share 66% of 11k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),margin goes negative in the high-fuel scenario,comparator cost rates; spill cov; fee proxy
alaska_sea,"Columbia, SC",CAE,2317.3889688323943,PASS,medium,3,178,737-9,-195.76081964789756,-247.9539054681148,-230.121265277442,0.9464345222457748,0.3199999659767317,-7009212.351303718,0.6601604052928781,13460.0,observed,observed_db1b,,,False,0,DL,base margin -195.8% vs hurdle 8.0%,modeled share 66% of 13k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Asheville, NC",AVL,2191.7072268484217,PASS,medium,3,178,737-9,-210.92648919236433,-265.7958696380757,-246.923472389216,0.8538167493170115,0.274604055619324,-6856803.520070841,0.488169360847464,15620.0,observed,observed_db1b,,,False,0,DL,base margin -210.9% vs hurdle 8.0%,modeled share 49% of 16k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Harrisburg-Carlisle, PA",MDT,2290.9078252280983,PASS,medium,3,178,737-9,-223.32681481378452,-280.38448801621706,-260.8633107915052,0.9320139526542548,0.28825754931307973,-7244313.753407893,0.5211156008675519,15360.0,observed,observed_db1b,,,False,0,DL,base margin -223.3% vs hurdle 8.0%,modeled share 52% of 15k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"McAllen-Edinburg-Mission, TX",MFE,1966.9306198092193,PASS,medium,3,178,737-9,-234.3509293920167,-293.3540345788432,-272.78369735141905,0.9898780981695713,0.2960596221370057,-6480208.9811903965,0.6294780694870118,13060.0,observed,observed_db1b,,,False,0,AA,base margin -234.4% vs hurdle 8.0%,modeled share 63% of 13k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Lexington-Fayette, KY",LEX,1998.0720146066403,PASS,medium,3,178,737-9,-244.74616972155607,-305.58372908418363,-284.41641907683373,0.8314433421048107,0.24117551263190223,-6648393.508695688,0.5900406726663138,11350.0,observed,observed_db1b,,,False,0,DL,base margin -244.7% vs hurdle 8.0%,modeled share 59% of 11k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Savannah, GA",SAV,2389.826926145284,PASS,medium,3,178,737-9,-252.33222465420482,-314.5084995931821,-293.341082530234,0.9813894568566013,0.2785409304583997,-7783107.799639205,0.26818739795314994,28840.0,observed,observed_db1b,,,False,0,DL,base margin -252.3% vs hurdle 8.0%,modeled share 27% of 29k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Corpus Christi, TX",CRP,1905.4916936221086,PASS,low,3,178,737-9,-253.8668240308102,-316.3139106244826,-294.4532749764903,0.8920584011148341,0.25208873523480263,-6463634.662605969,1.0,7000.0,observed,observed_db1b,,,True,0,,base margin -253.9% vs hurdle 8.0%,modeled share 100% of 7k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
alaska_sea,"Fort Wayne, IN",FWA,1872.511410414346,PASS,low,3,178,737-9,-259.84680883652953,-323.34918686650536,-301.0682146096064,0.719227091991767,0.1998703543647364,-6414592.614513054,1.0,5550.0,observed,observed_db1b,,,True,0,,base margin -259.8% vs hurdle 8.0%,modeled share 100% of 6k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
alaska_sea,"Greensboro-High Point, NC",GSO,2287.080320782481,PASS,medium,3,178,737-9,-288.4658829782646,-357.0186858567819,-333.5600251599042,0.9767599200035183,0.25144033563899093,-7777343.787768385,0.4657768672463976,14990.0,observed,observed_db1b,,,False,0,DL,base margin -288.5% vs hurdle 8.0%,modeled share 47% of 15k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Mobile, AL",MOB,2137.563030311596,PASS,low,3,178,737-9,-288.98780542922776,-357.6327122696798,-333.94993440128025,0.8128887526007208,0.2089753820698159,-7354868.790831933,0.7992876596852132,7260.0,observed,observed_db1b,,,True,0,DL,base margin -289.0% vs hurdle 8.0%,modeled share 80% of 7k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
alaska_sea,"Portland-South Portland, ME",PWM,2482.6754709798115,PASS,medium,3,178,737-9,-293.9874110391243,-363.51460122249915,-339.9475996348638,0.9902253497924236,0.2513342614630118,-8374980.5032238,0.45230393858100526,15430.0,observed,observed_db1b,,,False,0,AA,base margin -294.0% vs hurdle 8.0%,modeled share 45% of 15k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Baton Rouge, LA",BTR,2019.3700685436554,PASS,low,3,178,737-9,-297.91643107144716,-368.13697773111426,-343.73792314583505,0.9951674141754281,0.2500945767672365,-7072535.552415249,0.7909597047463125,8780.0,observed,observed_db1b,,,True,0,DL,base margin -297.9% vs hurdle 8.0%,modeled share 79% of 9k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
alaska_sea,"Augusta-Richmond County, GA-SC",AGS,2302.071377093547,PASS,low,3,178,737-9,-299.5612387748854,-370.0720456175123,-345.9620059635024,0.9080350434587354,0.22725804090579627,-7895324.049407254,0.7878278751400938,8010.0,observed,observed_db1b,,,True,0,DL,base margin -299.6% vs hurdle 8.0%,modeled share 79% of 8k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
alaska_sea,"Lafayette, LA",LFT,1999.772326252659,PASS,low,3,178,737-9,-322.79705360595545,-397.4082983599476,-371.4515003999137,0.7506444375818784,0.1775424949582253,-7154845.112734042,1.0,4930.0,observed,observed_db1b,,,True,0,,base margin -322.8% vs hurdle 8.0%,modeled share 100% of 5k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
alaska_sea,"Dayton-Kettering-Beavercreek, OH",DAY,1952.1912349654403,PASS,medium,3,178,737-9,-354.49501301070984,-434.70001530671755,-406.71095509028606,0.8466473119219771,0.18628308071270883,-7167073.269201611,0.6869466912656704,7530.0,observed,observed_db1b,,,False,0,DL,base margin -354.5% vs hurdle 8.0%,modeled share 69% of 8k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Wilmington, NC",ILM,2453.106306358554,PASS,medium,3,178,737-9,-359.81043213341854,-440.9534495687277,-413.41169913254294,0.794983954105398,0.1728938489752937,-8694029.866293035,0.49443011311492846,9710.0,observed,observed_db1b,,,False,0,AA,base margin -359.8% vs hurdle 8.0%,modeled share 49% of 10k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),margin goes negative in the high-fuel scenario,comparator cost rates; spill cov; fee proxy
alaska_sea,"Myrtle Beach-Conway-North Myrtle Beach, SC",MYR,2429.54973554347,PASS,medium,3,178,737-9,-397.82891934324215,-485.6810815802848,-455.8292099097433,0.9691117779340885,0.19466763385553887,-8806347.807154052,0.4061255339519612,13310.0,observed,observed_db1b,,,False,0,DL,base margin -397.8% vs hurdle 8.0%,modeled share 41% of 13k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),break-even load factor leaves little room below plan,comparator cost rates; spill cov; fee proxy
alaska_sea,"Scranton--Wilkes-Barre, PA",AVP,2302.883854039259,PASS,low,3,178,737-9,-455.0468313588559,-552.9962721868893,-519.5054274676961,0.8778687054656078,0.1581611957528746,-8636199.538892474,0.9092795204277063,4830.0,observed,observed_db1b,,,True,0,AA,base margin -455.0% vs hurdle 8.0%,modeled share 91% of 5k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
alaska_sea,"Brownsville-Harlingen, TX",HRL,1985.0756951992826,PASS,low,3,178,737-9,-549.0198694612316,-663.5527876014488,-623.6699644514749,1.0709995711388896,0.16501799429160074,-7879746.275613931,0.8949647784158534,5120.0,observed,observed_db1b,,,True,0,WN,base margin -549.0% vs hurdle 8.0%,modeled share 89% of 5k pax/yr (observed_db1b),best schedule: 3x weekly x 178 seats (737-9),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,comparator cost rates; spill cov; fee proxy
